Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details
21492-39295,C,Carl,Carl Soderberg,Soderberg,5.679999924,5,3500,COL@NSH,COL,NSH,,
21492-12672,C,Greg,Greg McKegg,McKegg,9.53333346,6,3500,PIT@NYR,PIT,NYR,,
21492-8584,W,Mikkel,Mikkel Boedker,Boedker,10.44999981,4,3500,MON@SJ,SJ,MON,,
21492-12687,D,Mark,Mark Fayne,Fayne,6.400000095,4,3500,CAR@EDM,EDM,CAR,,
21492-8598,W,Chris,Chris Kunitz,Kunitz,5.6,5,3500,TB@DET,TB,DET,,
21492-12715,D,Brian,Brian Lashoff,Lashoff,1.6,5,3500,TB@DET,DET,TB,,
21492-13742,D,Ben,Ben Chiarot,Chiarot,5.640677759,59,3500,CLS@WPG,WPG,CLS,,
21492-13743,D,Mark,Mark Borowiecki,Borowiecki,7.040000153,5,3500,VAN@OTT,OTT,VAN,,
21492-8650,D,Roman,Roman Polak,Polak,5.589333496,75,3500,TOR@WAS,TOR,WAS,,
21492-8674,C,Mikhail,Mikhail Grabovski,Grabovski,0,0,3500,BUF@VGK,VGK,BUF,IR,Concussion
21492-80363,D,Andrei,Andrei Mironov,Mironov,1.600000024,1,3500,COL@NSH,COL,NSH,,
21492-8688,D,Luke,Luke Schenn,Schenn,8,5,3500,ARI@DAL,ARI,DAL,,
21492-80376,D,Victor,Victor Antipin,Antipin,2.666666667,3,3500,BUF@VGK,BUF,VGK,,
21492-23044,D,Petter,Petter Granberg,Granberg,2.079999924,10,3500,COL@NSH,NSH,COL,,
21492-23050,D,Klas,Klas Dahlbeck,Dahlbeck,2.400000095,2,3500,CAR@EDM,CAR,EDM,,
21492-80399,D,Andreas,Andreas Borgman,Borgman,4,4,3500,TOR@WAS,TOR,WAS,,
21492-8731,D,Karl,Karl Alzner,Alzner,5.2,5,3500,MON@SJ,MON,SJ,,
21492-23069,D,Adam,Adam Clendening,Clendening,3.200000048,2,3500,ARI@DAL,ARI,DAL,,
21492-58928,D,Tony,Tony DeAngelo,DeAngelo,4.800000191,4,3500,PIT@NYR,NYR,PIT,,
21492-70225,D,Gabriel,Gabriel Carlsson,Carlsson,6.400000095,4,3500,CLS@WPG,CLS,WPG,DTD,Undisclosed
21492-10842,D,Nick,Nick Holden,Holden,4.E-01,4,3500,PIT@NYR,NYR,PIT,,
21492-41591,D,Jon,Jon Merrill,Merrill,4.658823649,51,3500,BUF@VGK,VGK,BUF,,
21492-8827,D,Andrew,Andrew MacDonald,MacDonald,7.2,5,3500,FLA@PHI,PHI,FLA,,
21492-42636,D,Chris,Chris Bigras,Bigras,3.46666654,6,3500,COL@NSH,COL,NSH,,
21492-8850,D,Deryk,Deryk Engelland,Engelland,7.800000191,4,3500,BUF@VGK,VGK,BUF,,
21492-8895,D,Justin,Justin Falk,Falk,3.476923136,52,3500,BUF@VGK,BUF,VGK,IR,Undisclosed
21492-8903,D,Marco,Marco Scandella,Scandella,4.479999924,5,3500,BUF@VGK,BUF,VGK,,
21492-62158,D,Joakim,Joakim Ryan,Ryan,4,2,3500,MON@SJ,SJ,MON,,
21492-8923,D,Taylor,Taylor Chorney,Chorney,5.333333333,3,3500,TOR@WAS,WAS,TOR,,
21492-62195,D,Brett,Brett Pesce,Pesce,6.933333079,3,3500,CAR@EDM,CAR,EDM,,
21492-70416,D,Markus,Markus Nutivaara,Nutivaara,3.490908998,66,3500,CLS@WPG,CLS,WPG,,
21492-39710,D,Nick,Nick Jensen,Jensen,5.759999847,5,3500,TB@DET,DET,TB,,
21492-39714,W,Charles,Charles Hudon,Hudon,8.419999695,5,3500,MON@SJ,MON,SJ,,
21492-12094,D,Kevin,Kevin Connauton,Connauton,7.733333588,3,3500,ARI@DAL,ARI,DAL,DTD,Lower body
21492-62277,D,Mike,Mike Matheson,Matheson,6.400000095,4,3500,FLA@PHI,FLA,PHI,,
21492-70472,W,Drake,Drake Caggiula,Caggiula,2.400000095,2,3500,CAR@EDM,EDM,CAR,IR,Undisclosed
21492-14159,D,Zach,Zach Redmond,Redmond,5,16,3500,BUF@VGK,BUF,VGK,,
21492-59220,D,Haydn,Haydn Fleury,Fleury,4.26666673,3,3500,CAR@EDM,CAR,EDM,,
21492-12121,D,Cody,Cody Goloubef,Goloubef,4.509091002,33,3500,BUF@VGK,BUF,VGK,,
21492-42842,D,Madison,Madison Bowey,Bowey,0,1,3500,TOR@WAS,WAS,TOR,,
21492-42844,D,Connor,Connor Carrick,Carrick,5.333333333,3,3500,TOR@WAS,TOR,WAS,,
21492-52061,D,Dennis,Dennis Robertson,Robertson,0,0,3500,CAR@EDM,CAR,EDM,,
21492-14184,D,Martin,Martin Marincin,Marincin,5.615999756,25,3500,TOR@WAS,TOR,WAS,,
21492-9066,D,Luca,Luca Sbisa,Sbisa,9.199999809,4,3500,BUF@VGK,VGK,BUF,,
21492-42863,D,Derrick,Derrick Pouliot,Pouliot,11.19999981,1,3500,VAN@OTT,VAN,OTT,,
21492-9074,D,David,David Schlemko,Schlemko,8.411290323,62,3500,MON@SJ,MON,SJ,,
21492-23412,D,Griffin,Griffin Reinhart,Reinhart,0,0,3500,BUF@VGK,VGK,BUF,,
21492-59269,D,Robert,Robert Hagg,Hagg,2.560000038,5,3500,FLA@PHI,PHI,FLA,,
21492-59271,D,Travis,Travis Sanheim,Sanheim,4.799999873,3,3500,FLA@PHI,PHI,FLA,,
21492-14217,D,Patrik,Patrik Nemeth,Nemeth,7.733333588,6,3500,COL@NSH,COL,NSH,DTD,Upper body
21492-15259,D,Frank,Frank Corrado,Corrado,2,4,3500,PIT@NYR,PIT,NYR,,
21492-42908,D,Brad,Brad Hunt,Hunt,6.683333079,12,3500,BUF@VGK,VGK,BUF,,
21492-15277,C,Phillip,Phillip Danault,Danault,6.320000076,5,3500,MON@SJ,MON,SJ,,
21492-70582,D,Anton,Anton Lindholm,Lindholm,2.400000095,2,3500,COL@NSH,COL,NSH,,
21492-15293,D,Jamie,Jamie Oleksiak,Oleksiak,3.200000048,4,3500,ARI@DAL,DAL,ARI,,
21492-70588,D,Yohann,Yohann Auvitu,Auvitu,1.600000024,1,3500,CAR@EDM,EDM,CAR,,
21492-9158,D,Clayton,Clayton Stoner,Stoner,5.771428789,14,3500,BUF@VGK,VGK,BUF,IR,Undisclosed
21492-15302,D,Nathan,Nathan Beaulieu,Beaulieu,3.840000153,5,3500,BUF@VGK,BUF,VGK,,
21492-15318,D,Julian,Julian Melchiori,Melchiori,4.977777693,18,3500,CLS@WPG,WPG,CLS,,
21492-12249,D,Alex,Alex Biega,Biega,3.377777735,36,3500,VAN@OTT,VAN,OTT,,
21492-15328,D,Brandon,Brandon Davidson,Davidson,4.799999873,3,3500,MON@SJ,MON,SJ,,
21492-12259,D,Brendan,Brendan Smith,Smith,4.800000191,4,3500,PIT@NYR,NYR,PIT,,
21492-12265,D,Mark,Mark Barberio,Barberio,5.599999905,4,3500,COL@NSH,COL,NSH,,
21492-15346,C,Adam,Adam Lowry,Lowry,5.199999809,4,3500,CLS@WPG,WPG,CLS,DTD,Upper body
21492-15349,D,Joe,Joe Morrow,Morrow,4.047059003,17,3500,MON@SJ,MON,SJ,,
21492-79860,D,Victor,Victor Mete,Mete,4.479999924,5,3500,MON@SJ,MON,SJ,,
21492-43000,D,Samuel,Samuel Morin,Morin,3.200000048,1,3500,FLA@PHI,PHI,FLA,,
21492-37883,D,Cody,Cody Ceci,Ceci,14.5,5,3500,VAN@OTT,OTT,VAN,,
21492-15357,W,Carl,Carl Hagelin,Hagelin,4.799999873,6,3500,PIT@NYR,PIT,NYR,,
21492-8191,D,Matt,Matt Hunwick,Hunwick,6.53333346,6,3500,PIT@NYR,PIT,NYR,,
21492-12289,C,Jori,Jori Lehtera,Lehtera,5.610937595,64,3400,FLA@PHI,PHI,FLA,,
21492-8201,W,Clarke,Clarke MacArthur,MacArthur,2.400000095,4,3400,VAN@OTT,OTT,VAN,IR,Neck
21492-66620,W,Christian,Christian Fischer,Fischer,6.324999809,4,3400,ARI@DAL,ARI,DAL,,
21492-66690,W,Timo,Timo Meier,Meier,10.19999981,4,3400,MON@SJ,SJ,MON,,
21492-12449,W,Brett,Brett Connolly,Connolly,4.933333397,6,3400,TOR@WAS,WAS,TOR,,
21492-54503,W,Ryan,Ryan Dzingel,Dzingel,9.280000305,5,3400,VAN@OTT,OTT,VAN,,
21492-70901,W,Pierre-Luc,Pierre-Luc Dubois,Dubois,5.279999924,5,3400,CLS@WPG,CLS,WPG,,
21492-8459,W,Joel,Joel Ward,Ward,3.200000048,2,3400,MON@SJ,SJ,MON,,
21492-39356,W,Markus,Markus Granlund,Granlund,2.400000095,4,3400,VAN@OTT,VAN,OTT,,
21492-8703,W,Alexandre,Alexandre Burrows,Burrows,5.759999847,5,3400,VAN@OTT,OTT,VAN,,
21492-10797,C,Mark,Mark Letestu,Letestu,3.599999905,4,3400,CAR@EDM,EDM,CAR,,
21492-62157,C,Andrew,Andrew Copp,Copp,3.920000076,5,3400,CLS@WPG,WPG,CLS,,
21492-59120,C,Christian,Christian Dvorak,Dvorak,5.220000076,5,3400,ARI@DAL,ARI,DAL,,
21492-9990,C,Lars,Lars Eller,Eller,5.866666794,6,3400,TOR@WAS,WAS,TOR,,
21492-61245,C,Devin,Devin Shore,Shore,10.85999985,5,3400,ARI@DAL,DAL,ARI,,
21492-15281,C,Andrew,Andrew Shaw,Shaw,5.440000153,5,3400,MON@SJ,MON,SJ,,
21492-15395,W,Brett,Brett Ritchie,Ritchie,3.2,5,3300,ARI@DAL,DAL,ARI,,
21492-40019,W,Brendan,Brendan Leipsic,Leipsic,8.399999619,4,3300,BUF@VGK,VGK,BUF,,
21492-8362,W,Ales,Ales Hemsky,Hemsky,8.E-01,4,3300,MON@SJ,MON,SJ,,
21492-70908,C,Tyson,Tyson Jost,Jost,8.600000381,4,3300,COL@NSH,COL,NSH,DTD,Knee
21492-8464,W,Colin,Colin Wilson,Wilson,4,6,3300,COL@NSH,COL,NSH,,
21492-8520,W,Ryan,Ryan Callahan,Callahan,2.239999962,5,3300,TB@DET,TB,DET,,
21492-12625,W,Jordan,Jordan Weal,Weal,11.45999985,5,3300,FLA@PHI,PHI,FLA,,
21492-39269,C,Erik,Erik Haula,Haula,11.52499962,4,3300,BUF@VGK,VGK,BUF,IR,Undisclosed
21492-70168,W,Alex,Alex Tuch,Tuch,4,6,3300,BUF@VGK,VGK,BUF,,
21492-54867,W,Melker,Melker Karlsson,Karlsson,2.400000095,4,3300,MON@SJ,SJ,MON,,
21492-9014,C,Jay,Jay Beagle,Beagle,2.399999936,6,3300,TOR@WAS,WAS,TOR,,
21492-59208,W,Kevin,Kevin Fiala,Fiala,5.849999905,4,3300,COL@NSH,NSH,COL,,
21492-9104,C,David,David Desharnais,Desharnais,4,6,3300,PIT@NYR,NYR,PIT,,
21492-15270,W,Sven,Sven Baertschi,Baertschi,6.800000191,4,3300,VAN@OTT,VAN,OTT,,
21492-42998,W,Taylor,Taylor Leier,Leier,6.079999924,5,3300,FLA@PHI,PHI,FLA,,
21492-43008,W,Jordan,Jordan Martinook,Martinook,4.400000095,4,3200,ARI@DAL,ARI,DAL,,
21492-59413,W,Jake,Jake Virtanen,Virtanen,1.600000064,3,3200,VAN@OTT,VAN,OTT,,
21492-68646,W,Brandon,Brandon Tanev,Tanev,5.679999924,5,3200,CLS@WPG,WPG,CLS,,
21492-43133,C,Luke,Luke Glendening,Glendening,8.4,5,3200,TB@DET,DET,TB,,
21492-21755,W,Alex,Alex Chiasson,Chiasson,1.866666635,6,3200,TOR@WAS,WAS,TOR,,
21492-60686,W,Mattias,Mattias Janmark,Janmark,9.6,5,3200,ARI@DAL,DAL,ARI,,
21492-53527,W,Marko,Marko Dano,Dano,0,4,3200,CLS@WPG,WPG,CLS,,
21492-54577,W,Pontus,Pontus Aberg,Aberg,4.400000095,4,3200,COL@NSH,NSH,COL,,
21492-8503,W,Blake,Blake Comeau,Comeau,3.200000127,6,3200,COL@NSH,COL,NSH,,
21492-39234,W,Matt,Matt Nieto,Nieto,1.066666683,3,3200,COL@NSH,COL,NSH,,
21492-62816,W,Anton,Anton Slepyshev,Slepyshev,8.E-01,2,3200,CAR@EDM,EDM,CAR,,
21492-23051,W,Joakim,Joakim Nordstrom,Nordstrom,8.266666412,3,3200,CAR@EDM,CAR,EDM,,
21492-23053,W,Jesper,Jesper Fast,Fast,3.200000048,1,3200,PIT@NYR,NYR,PIT,,
21492-8829,C,Nate,Nate Thompson,Thompson,3.2,5,3200,VAN@OTT,OTT,VAN,,
21492-70279,C,J.T.,J.T. Compher,Compher,10.06666692,6,3200,COL@NSH,COL,NSH,,
21492-54951,W,Pierre-Edouard,Pierre-Edouard Bellemare,Bellemare,3.599999905,4,3200,BUF@VGK,VGK,BUF,,
21492-23226,W,Tom,Tom Wilson,Wilson,1.600000024,2,3200,TOR@WAS,WAS,TOR,,
21492-14151,W,Austin,Austin Watson,Watson,2.239999962,5,3200,COL@NSH,NSH,COL,,
21492-9203,W,Tom,Tom Pyatt,Pyatt,9.280000305,5,3200,VAN@OTT,OTT,VAN,,
21492-40039,W,Michael,Michael Raffl,Raffl,6.4E-01,5,3100,FLA@PHI,PHI,FLA,,
21492-14462,C,Johan,Johan Larsson,Larsson,2.560000038,5,3100,BUF@VGK,BUF,VGK,,
21492-9390,C,Dominic,Dominic Moore,Moore,15.19999981,2,3100,TOR@WAS,TOR,WAS,,
21492-9393,W,Eric,Eric Fehr,Fehr,2.666666667,3,3100,TOR@WAS,TOR,WAS,,
21492-21710,W,J.T.,J.T. Brown,Brown,1.600000024,1,3100,TB@DET,TB,DET,,
21492-8420,W,Benoit,Benoit Pouliot,Pouliot,2.879999924,5,3100,BUF@VGK,BUF,VGK,,
21492-73981,W,Denis,Denis Malgin,Malgin,5.02553185,47,3100,FLA@PHI,FLA,PHI,,
21492-12645,W,Devante,Devante Smith-Pelly,Smith-Pelly,6.400000254,6,3100,TOR@WAS,WAS,TOR,,
21492-53606,C,Yanni,Yanni Gourde,Gourde,3.2,5,3100,TB@DET,TB,DET,,
21492-13913,W,Tom,Tom Kuhnhackl,Kuhnhackl,5.21666654,6,3100,PIT@NYR,PIT,NYR,,
21492-8992,W,Colton,Colton Sceviour,Sceviour,9.899999619,4,3100,FLA@PHI,FLA,PHI,DTD,Head
21492-42841,W,Nathan,Nathan Walker,Walker,7.599999905,2,3100,TOR@WAS,WAS,TOR,,
21492-11225,W,Dale,Dale Weise,Weise,3.840000153,5,3100,FLA@PHI,PHI,FLA,,
21492-42983,W,Joel,Joel Armia,Armia,3.200000127,3,3100,CLS@WPG,WPG,CLS,,
21492-37880,C,Scott,Scott Laughton,Laughton,11.91999969,5,3100,FLA@PHI,PHI,FLA,,
21492-66561,W,Evgeny,Evgeny Svechnikov,Svechnikov,4,2,3000,TB@DET,DET,TB,O,Neck
21492-59393,C,Curtis,Curtis Valk,Valk,0,0,3000,FLA@PHI,FLA,PHI,,
21492-37893,W,Stefan,Stefan Matteau,Matteau,0,0,3000,BUF@VGK,VGK,BUF,,
21492-43014,W,William,William Carrier,Carrier,2.799999952,4,3000,BUF@VGK,VGK,BUF,,
21492-11277,C,Jordan,Jordan Schroeder,Schroeder,5.708108026,37,3000,CLS@WPG,CLS,WPG,O,Concussion
21492-79887,C,Mike,Mike Vecchione,Vecchione,1.600000024,2,3000,FLA@PHI,PHI,FLA,,
21492-43024,C,Frederik,Frederik Gauthier,Gauthier,3.961904617,21,3000,TOR@WAS,TOR,WAS,IR,Leg
21492-79898,C,Colin,Colin White,White,1.600000024,2,3000,VAN@OTT,OTT,VAN,IR,Wrist
21492-11293,C,Joe,Joe Colborne,Colborne,2.91451608,62,3000,COL@NSH,COL,NSH,,
21492-68656,W,Adam,Adam Chapie,Chapie,0,0,3000,PIT@NYR,NYR,PIT,,
21492-66611,W,Lawson,Lawson Crouse,Crouse,4.479999924,5,3000,ARI@DAL,ARI,DAL,,
21492-68667,W,Tyler,Tyler Motte,Motte,5.575757576,33,3000,CLS@WPG,CLS,WPG,,
21492-8278,W,Cody,Cody McLeod,McLeod,2.799999952,4,3000,COL@NSH,NSH,COL,,
21492-8305,W,Derek,Derek Dorsett,Dorsett,6.599999905,4,3000,VAN@OTT,VAN,OTT,,
21492-82045,C,Martin,Martin Necas,Necas,0,0,3000,CAR@EDM,CAR,EDM,,
21492-43135,W,Tyler,Tyler Bertuzzi,Bertuzzi,6.85714E-01,7,3000,TB@DET,DET,TB,IR,Wrist
21492-82049,W,Owen,Owen Tippett,Tippett,0,0,3000,FLA@PHI,FLA,PHI,,
21492-43140,W,Barclay,Barclay Goodrow,Goodrow,4.799999873,3,3000,MON@SJ,SJ,MON,,
21492-82054,W,Luke,Luke Esposito,Esposito,0,0,3000,TB@DET,DET,TB,,
21492-14486,W,Garrett,Garrett Wilson,Wilson,0,0,3000,PIT@NYR,PIT,NYR,,
21492-82087,C,Filip,Filip Chytil,Chytil,0,2,3000,PIT@NYR,NYR,PIT,,
21492-8378,W,David,David Booth,Booth,1.066666683,3,3000,TB@DET,DET,TB,,
21492-66791,W,Carter,Carter Rowney,Rowney,3.46666654,6,3000,PIT@NYR,PIT,NYR,,
21492-54517,W,Jacob,Jacob De La Rose,De La Rose,1.600000024,4,3000,MON@SJ,MON,SJ,,
21492-70906,W,Alexander,Alexander Nylander,Nylander,4.400000095,4,3000,BUF@VGK,BUF,VGK,,
21492-82198,C,Mark,Mark Kastelic,Kastelic,0,0,3000,MON@SJ,SJ,MON,,
21492-58685,W,Josh,Josh Archibald,Archibald,5.879999924,10,3000,PIT@NYR,PIT,NYR,,
21492-39252,W,Brock,Brock McGinn,McGinn,3.200000127,3,3000,CAR@EDM,CAR,EDM,,
21492-12643,W,Emerson,Emerson Etem,Etem,0,3,3000,ARI@DAL,ARI,DAL,,
21492-12652,W,Michael,Michael Bournival,Bournival,4.463158055,19,3000,TB@DET,TB,DET,,
21492-39296,W,Curtis,Curtis McKenzie,McKenzie,5.796226645,53,3000,ARI@DAL,DAL,ARI,,
21492-8581,W,Kevin,Kevin Porter,Porter,8.E-01,2,3000,BUF@VGK,BUF,VGK,,
21492-21921,C,Riley,Riley Sheahan,Sheahan,1.920000076,5,3000,TB@DET,DET,TB,,
21492-8616,C,Torrey,Torrey Mitchell,Mitchell,8.E-01,2,3000,MON@SJ,MON,SJ,,
21492-8620,W,Jamie,Jamie McGinn,McGinn,7.599999905,4,3000,FLA@PHI,FLA,PHI,,
21492-12718,W,Tyler,Tyler Pitlick,Pitlick,2.879999924,5,3000,ARI@DAL,DAL,ARI,,
21492-65969,C,Dylan,Dylan Strome,Strome,2.400000095,2,3000,ARI@DAL,ARI,DAL,,
21492-12732,W,Michael,Michael Sgarbossa,Sgarbossa,4.194736681,38,3000,CLS@WPG,WPG,CLS,,
21492-12738,W,Jordan,Jordan Nolan,Nolan,0,3,3000,BUF@VGK,BUF,VGK,,
21492-39405,W,Miikka,Miikka Salomaki,Salomaki,2.400000095,4,3000,COL@NSH,NSH,COL,,
21492-80391,W,Mario,Mario Kempe,Kempe,8.266666412,3,3000,ARI@DAL,ARI,DAL,,
21492-58890,W,Nikolay,Nikolay Goldobin,Goldobin,4.628571647,14,3000,VAN@OTT,VAN,OTT,,
21492-23052,W,Teemu,Teemu Pulkkinen,Pulkkinen,3.446153787,13,3000,BUF@VGK,VGK,BUF,,
21492-54816,W,Max,Max McCormick,McCormick,1.828571456,7,3000,VAN@OTT,OTT,VAN,,
21492-54822,W,Jason,Jason Dickinson,Dickinson,4.479999924,10,3000,ARI@DAL,DAL,ARI,,
21492-8746,W,Matt,Matt Calvert,Calvert,6.719999695,5,3000,CLS@WPG,CLS,WPG,,
21492-8759,W,Derek,Derek MacKenzie,MacKenzie,4.800000191,4,3000,FLA@PHI,FLA,PHI,,
21492-54850,W,Gemel,Gemel Smith,Smith,6.400000095,1,3000,ARI@DAL,DAL,ARI,,
21492-62019,W,Nikita,Nikita Soshnikov,Soshnikov,4.451785769,56,3000,TOR@WAS,TOR,WAS,,
21492-10835,W,Chris,Chris Terry,Terry,4.685714177,14,3000,MON@SJ,MON,SJ,,
21492-13911,C,Marcus,Marcus Kruger,Kruger,6.400000254,3,3000,CAR@EDM,CAR,EDM,,
21492-58972,W,Remi,Remi Elie,Elie,3.200000127,3,3000,ARI@DAL,DAL,ARI,,
21492-13932,W,Matt,Matt Read,Read,6.244444348,63,3000,FLA@PHI,PHI,FLA,,
21492-42628,W,Andrew,Andrew Agozzino,Agozzino,0,0,3000,COL@NSH,COL,NSH,,
21492-59012,W,Jayce,Jayce Hawryluk,Hawryluk,0,0,3000,FLA@PHI,FLA,PHI,,
21492-59018,W,Iiro,Iiro Pakarinen,Pakarinen,1.600000064,3,3000,CAR@EDM,EDM,CAR,,
21492-8866,C,Cody,Cody Bass,Bass,8.88889E-01,9,3000,COL@NSH,NSH,COL,,
21492-8868,W,Erik,Erik Condra,Condra,1.846153846,13,3000,TB@DET,TB,DET,IR,Back
21492-10924,W,Adam,Adam Cracknell,Cracknell,2.666666667,3,3000,PIT@NYR,NYR,PIT,,
21492-8879,W,Shawn,Shawn Matthias,Matthias,3.840000153,5,3000,CLS@WPG,WPG,CLS,,
21492-8887,W,Ryan,Ryan Reaves,Reaves,3.866666794,6,3000,PIT@NYR,PIT,NYR,,
21492-39676,C,Cedric,Cedric Paquette,Paquette,3.599999905,4,3000,TB@DET,TB,DET,,
21492-39677,C,Brendan,Brendan Gaunce,Gaunce,2.470175492,57,3000,VAN@OTT,VAN,OTT,IR,Shoulder
21492-14084,W,Paul,Paul Thompson,Thompson,3.80952381,21,3000,BUF@VGK,VGK,BUF,,
21492-42786,C,Justin,Justin Dowling,Dowling,3.788888719,9,3000,ARI@DAL,DAL,ARI,,
21492-42795,W,Michael,Michael McCarron,McCarron,3.587096676,31,3000,MON@SJ,MON,SJ,,
21492-59209,C,Frederick,Frederick Gaudreau,Gaudreau,3.199999915,9,3000,COL@NSH,NSH,COL,,
21492-12122,C,Gabriel,Gabriel Dumont,Dumont,2.400000095,2,3000,TB@DET,TB,DET,,
21492-59235,W,Tomas,Tomas Nosek,Nosek,5.800000191,4,3000,BUF@VGK,VGK,BUF,,
21492-59261,W,Nick,Nick Paul,Paul,6.400000095,1,3000,VAN@OTT,OTT,VAN,,
21492-15252,C,Lukas,Lukas Sedlak,Sedlak,5.279999924,5,3000,CLS@WPG,CLS,WPG,,
21492-15255,W,Josh,Josh Leivo,Leivo,10.70000047,13,3000,TOR@WAS,TOR,WAS,,
21492-70552,W,Marcus,Marcus Sorensen,Sorensen,4.673684371,19,3000,MON@SJ,SJ,MON,,
21492-11162,C,Zac,Zac Dalpe,Dalpe,3.599999905,4,3000,CLS@WPG,CLS,WPG,,
21492-42906,W,Jujhar,Jujhar Khaira,Khaira,0,3,3000,CAR@EDM,EDM,CAR,,
21492-12192,C,Jacob,Jacob Josefson,Josefson,2.879999924,5,3000,BUF@VGK,BUF,VGK,,
21492-15264,W,Niklas,Niklas Jensen,Jensen,2.285714286,7,3000,PIT@NYR,NYR,PIT,,
21492-9121,W,Matt,Matt Hendricks,Hendricks,4.800000145,42,3000,CLS@WPG,WPG,CLS,IR,Undisclosed
21492-12202,W,Andrew,Andrew Desjardins,Desjardins,2.365217458,46,3000,PIT@NYR,NYR,PIT,,
21492-54200,C,Ryan,Ryan Carpenter,Carpenter,3.200000048,2,3000,MON@SJ,SJ,MON,,
21492-15289,W,Matt,Matt Puempel,Puempel,4.677500153,40,3000,PIT@NYR,NYR,PIT,,
21492-15298,C,Tyler,Tyler Graovac,Graovac,8.E-01,2,3000,TOR@WAS,WAS,TOR,,
21492-15307,C,Nick,Nick Cousins,Cousins,3.200000048,4,3000,ARI@DAL,ARI,DAL,,
21492-42970,W,Josh,Josh Jooris,Jooris,5.222222222,54,3000,CAR@EDM,CAR,EDM,,
21492-42977,C,Nic,Nic Petan,Petan,1.600000024,4,3000,CLS@WPG,WPG,CLS,,
21492-9194,W,Micheal,Micheal Haley,Haley,4.400000095,4,3000,FLA@PHI,FLA,PHI,,
21492-62442,W,Markus,Markus Hannikainen,Hannikainen,2.133333365,3,3000,CLS@WPG,CLS,WPG,,
21492-9196,W,Matt,Matt Martin,Martin,3.2,5,3000,TOR@WAS,TOR,WAS,,
21492-62445,W,Evan,Evan Rodrigues,Rodrigues,5.510000102,30,3000,BUF@VGK,BUF,VGK,IR,Hand
21492-15354,W,Tomas,Tomas Hyka,Hyka,0,0,3000,BUF@VGK,VGK,BUF,,
21492-37884,C,Ben,Ben Street,Street,3.46666654,6,3000,TB@DET,DET,TB,,

